gene,logFC(Z6/E14Tg2a),logFC(OKO160/E14Tg2a),logFC(Z6/OctGip),logFC(OKO160/OctGip)
Mybphl,0.0554,-0.0398,-0.0106,-0.1057
Try4,0.0244,0.052,-0.0099,0.0177
B130006D01Rik,-0.0256,-3.35E-04,-0.0118,0.0135
Tsfm,0.1748,0.2406,0.2162,0.282
Olfr937,-0.0681,-0.0287,-0.0558,-0.0164
Papln,0.0582,-0.0562,0.0392,-0.0752
CR974586.5,-0.0241,-0.016,-0.0366,-0.0286
Adcy4,0.0034,-0.0233,-0.0236,-0.0502
Rasl10a,0.0163,0.0023,0.0698,0.0559
Mtor,-0.2121,-0.1122,-0.1679,-0.0681
Tm4sf4,-0.0214,-0.0142,0.0015,0.0087
Abca6,0.0025,0.0473,-0.0157,0.0292
Smg7,0.0194,0.1773,0.0418,0.1996
Mpst,0.1145,0.0688,0.1474,0.1017
Avpi1,0.4155,-0.045,0.3651,-0.0955
E430025E21Rik,0.0616,-0.2042,0.022,-0.2437
Tmco3,-0.003,-0.0365,0.0306,-0.0029
4932414N04Rik,-0.0076,-0.0325,-0.0025,-0.0273
Prss7,0.0423,0.0594,-0.0018,0.0153
Serpinb12,0.025,0.0382,0.0248,0.038
Cox5a,0.1843,0.2766,0.2054,0.2978
Mark2,0.0575,-0.1074,-0.1078,-0.2727
Nr5a1,0.0058,0.0053,0.0249,0.0244
Ntrk1,0.0162,0.0147,0.0429,0.0415
Fam109b,0.1052,0.1479,0.0981,0.1408
Olfr812,-0.0109,-0.0323,-0.0154,-0.0368
Etv2,0.0127,-0.1688,-0.1852,-0.3667
Ero1lb,0.1063,0.0455,0.1177,0.057
Ddx50,0.0486,0.0553,0.0332,0.0399
L3mbtl2,-0.0156,-0.1275,-0.1866,-0.2985
D3Bwg0562e,0.0136,-0.0155,0.0045,-0.0246
Olfr1354,-0.0276,-0.0207,0.0211,0.028
Il18rap,0.0134,-0.0214,0.0045,-0.0303
Psg18,-0.06,-0.0353,-0.0291,-0.0044
Ubiad1,-0.0016,0.0649,-0.0743,-0.0078
Cacna2d4,-0.013,0.0612,0.0374,0.1116
Pex5l,-0.0356,0.0194,0.0138,0.0688
Hjurp,-0.1305,-0.1986,-0.2297,-0.2979
Gabarap,-0.2655,-0.4654,0.1964,-0.0036
Ppap2a,0.093,-0.1595,0.2219,-0.0307
Fkbp11,-0.1889,-0.6412,-0.2807,-0.7331
Gpr98,-0.3315,-0.4096,-0.1032,-0.1812
Me2,-0.0968,-0.1141,-0.0871,-0.1045
BC003266,0.2564,0.1437,0.1647,0.052
Slc39a8,0.0149,-0.0512,0.0159,-0.0501
Capns1,0.0022,0.4548,0.2863,0.7389
Slc35d2,0.1396,0.0926,0.0672,0.0202
Pi15,-0.0311,-1.64E-05,0.0127,0.0437
Hist1h2ak,0.0098,0.0905,-0.0622,0.0186
Tatdn2,0.151,0.3104,0.1526,0.3119
Fam128b,0.0269,0.2588,-0.0064,0.2254
Lhfpl2,-0.093,-0.2021,-0.0453,-0.1544
Pxt1,0.0645,0.0713,0.026,0.0328
Ddo,-0.0495,-0.0319,-0.0419,-0.0243
Fam126b,-0.0939,-0.0544,0.0047,0.0442
Pmf1,0.0494,0.1169,0.0735,0.1411
Olfr811,0.0079,8.30E-04,0.0124,0.0054
Armc3,0.042,0.02,0.0182,-0.0038
Fgf7,-0.0019,0.0134,-0.0379,-0.0225
Pum1,0.1511,0.2396,0.1038,0.1923
Tubb3,0.0692,0.0502,0.0464,0.0274
Ppm1e,0.0134,-0.0165,0.045,0.0151
Serpina3b,0.0183,0.0096,-0.0556,-0.0643
Tfdp2,-0.236,-0.5781,-0.2428,-0.5849
Ppef1,0.037,0.0278,0.0183,0.0091
Auh,-0.0575,-0.0565,-0.0715,-0.0705
C330007P06Rik,0.0621,0.0377,0.0725,0.0481
Ube2e2,-0.2614,-0.6557,-0.4121,-0.8064
Lonp2,0.3433,0.0605,0.2381,-0.0447
Dync2li1,-0.1752,-0.0752,-0.2662,-0.1662
Etfdh,0.0625,0.056,0.0367,0.0302
Arhgdib,-0.0549,-0.0345,-0.0057,0.0147
Trpm5,0.0389,0.0358,-0.0335,-0.0367
Syngr1,-0.099,-0.0969,-0.0766,-0.0745
Odf2l,0.0376,0.0193,-0.0042,-0.0225
Fuz,-0.0306,-0.0672,0.0046,-0.032
Ssxb1,0.0393,0.0285,0.0094,-0.0013
Fgfr3,0.0021,0.1165,-0.0585,0.0559
Ninj1,0.144,0.1382,0.0861,0.0802
1700061I17Rik,-0.0531,-0.0098,-0.0598,-0.0165
Zfp688,0.0915,0.0295,0.0911,0.0291
Bicc1,0.048,-0.0785,0.0419,-0.0847
Zfp775,0.0551,0.0474,-0.0214,-0.0291
Trim29,0.0585,-0.0379,0.0354,-0.0609
Cd38,0.0423,0.0599,0.0078,0.0253
Rab40c,0.0504,-0.1212,0.0672,-0.1044
Impdh1,-0.0816,-0.0299,-0.0421,0.0096
Asph,-0.097,-0.0753,-0.0933,-0.0716
Ptprc,-0.0186,0.0344,-0.0107,0.0422
AC140349.1,0.0193,0.0562,-0.023,0.0139
4930525F21Rik,-0.0463,-0.0156,-0.0232,0.0076
Hist1h4k,0.8933,0.9393,0.0646,0.1106
Pdxdc1,-0.0716,-0.0748,-0.0116,-0.0148
RP23-311O20.2,-0.0877,-0.0658,-0.0076,0.0143
Fam169b,0.5955,0.1901,0.4355,0.03
4930533K18Rik,-0.0055,-0.0541,0.0071,-0.0415
Nhlrc3,-0.0038,-0.0727,-0.0485,-0.1174
Itpkc,0.262,0.3387,0.0886,0.1654
Zfp259,0.0922,-0.0328,0.0259,-0.0992
1700018L24Rik,0.0163,-0.0113,0.0241,-0.0035
C030046I01Rik,-0.0308,-0.0789,0.0154,-0.0327
Tspo,0.0347,-0.0402,0.1178,0.0429
Fbxo34,0.1873,0.1978,-0.0578,-0.0473
Klc2,-0.0503,-0.0401,-0.0616,-0.0514
9530077C05Rik,0.0581,0.055,0.0022,-8.55267351433042E-4
Slc16a2,-0.0731,-0.0738,-0.0134,-0.0141
Sgcd,-0.0193,-0.021,-8.82E-04,-0.0026
Dusp4,-0.5805,-1.1761,-0.6059,-1.2015
A130050O07Rik,0.0032,0.0426,-0.0231,0.0163
Upk2,-0.0188,-0.0267,-0.161,-0.1689
Bnip3l,-0.5077,0.226,-0.6333,0.1004
Ctcf,-0.0645,0.0277,-0.035,0.0572
Prdx4,-0.1969,-0.4325,-0.1334,-0.369
Aplnr,0.0533,0.0449,0.0895,0.0812
D0H4S114,-0.8718,-1.0639,-0.6261,-0.8182
Hydin,0.0249,0.0637,0.0453,0.0842
2210010C04Rik,0.0336,0.0365,0.0237,0.0265
Cpsf4,-0.0788,-0.0183,0.0105,0.071
Isca1,-0.122,-0.1094,0.0871,0.0998
Aif1,0.1286,0.052,0.1436,0.067
Lat2,0.1265,0.0988,0.0473,0.0197
Aim1l,0.4717,0.779,0.3118,0.6192
Actg1,-0.0123,-0.0186,0.0042,-0.0021
Fam40b,0.0257,0.0248,0.0044,0.0035
Olfr728,0.0292,0.0164,0.0103,-0.0026
Cr2,-0.0743,-0.0319,-0.0105,0.0319
Fam134b,-0.0643,-0.4913,0.1794,-0.2476
1700019E19Rik,-0.0358,-0.3333,0.0103,-0.2872
Creb5,-0.0966,-0.0654,-0.0668,-0.0356
Cox6b1,0.145,0.2345,0.1221,0.2115
AC153909.1,-0.0571,-0.0312,-0.0345,-0.0085
Stk10,-0.01,-0.0292,-0.0026,-0.0218
Gclc,-0.0774,-0.0834,0.0323,0.0263
Ykt6,0.0587,0.0951,0.1297,0.166
Chrnb3,-0.0263,-0.0411,5.08E-04,-0.0142
Sae1,-0.0943,-0.2102,-0.0918,-0.2076
Stk25,-0.0277,-0.1065,-0.0464,-0.1252
Ifngr2,-0.0051,-0.0783,0.0329,-0.0403
1700014D04Rik,-3.99E-04,-0.0419,-0.0042,-0.0457
2610042L04Rik,-0.1128,-0.2698,-0.0088,-0.1658
Rnf168,-0.1149,0.0759,-0.017,0.1738
Ubap1,-0.0236,-0.0907,-0.0185,-0.0857
Bglap1,0.0467,0.0663,-0.0173,0.0022
Ccdc7,-0.0036,-0.0315,0.0075,-0.0204
Kctd18,-0.0135,-0.0266,-0.0084,-0.0215
Capg,0.6254,0.5654,0.2085,0.1485
Pip5k1b,-0.2205,-0.252,-0.1919,-0.2234
Zbtb44,2.00E-04,-0.0095,-0.0489,-0.0586
Otos,-0.0024,0.0241,-0.0609,-0.0344
CT025653.2,-0.0407,-0.0287,-0.065,-0.053
Galnt13,-0.0267,0.0199,-0.0306,0.016
Ube2n,-0.2634,0.2615,-0.0776,0.4473
Lrrc17,0.0043,0.011,0.0223,0.029
Cox6b2,-0.0555,-0.0898,0.0225,-0.0118
Scfd2,-0.0128,-0.0323,0.0096,-0.0099
4833412L08Rik,-0.0488,-0.0854,-0.0033,-0.0399
Rfpl3s,0.0232,0.1003,-0.0058,0.0713
Cryba1,0.0149,0.0452,0.0399,0.0702
AL670680.1,-0.2111,-0.1672,-0.3055,-0.2616
Zfp444,-0.0573,-0.1242,0.0583,-0.0086
Olfr1355,-0.0427,-0.0328,0.0108,0.0207
Ppm1g,-0.0308,0.0568,-0.1162,-0.0285
Rpp25,0.0678,0.6016,0.1368,0.6706
Lias,0.4367,0.4307,0.4384,0.4323
Cntln,0.0305,0.0321,-0.0496,-0.048
Npas3,0.0059,0.0303,-0.004,0.0204
Serpina3a,-0.065,-0.0509,-0.0693,-0.0552
Rprm,-0.2341,-0.1299,-0.2261,-0.1219
1700093K21Rik,-0.0026,-0.0337,-0.0207,-0.0518
Cd40lg,-0.0363,0.0198,-0.0324,0.0237
Sema4b,0.0636,0.2192,-0.101,0.0545
Psmb7,-0.0476,-0.1205,0.0532,-0.0197
BC011248,-0.2293,-0.1264,-0.2864,-0.1835
Myl12b,-0.359,-0.4845,-0.1961,-0.3216
Grap,0.0061,0.0137,-0.0553,-0.0478
Akna,0.0434,0.1598,0.1081,0.2244
Tnks1bp1,-0.0329,0.0455,-0.0113,0.0672
Amotl1,0.1294,-0.2117,0.1143,-0.2267
Ormdl1,-0.0028,-0.0376,-0.0289,-0.0637
Hrg,-0.0097,-0.032,-0.0267,-0.049
Trip11,0.0175,0.0523,0.0294,0.0642
Spast,-0.3044,-0.1563,-0.2496,-0.1015
Rtdr1,-0.0233,-0.0394,-0.051,-0.067
Dnm1,-0.0278,0.0508,-0.05,0.0286
C330024D12Rik,0.062,0.0281,0.0687,0.0348
Gramd1b,-0.0148,-0.1565,-0.0907,-0.2324
Mlc1,-0.0039,0.0227,0.0077,0.0343
Ivl,-0.0373,-0.024,0.0216,0.0349
Abca9,-0.0706,-0.0343,-0.0366,-2.80911755685231E-4
Ctnna3,-0.0247,-0.0248,0.0214,0.0213
Nacc1,-0.186,-0.0848,-0.1641,-0.0629
Mboat2,-0.0426,-0.0762,0.0143,-0.0193
E2f5,-0.3013,-0.2684,-0.1411,-0.1081
Nsdhl,-0.0958,0.0445,-0.0055,0.1348
Glo1,0.1078,0.147,0.1238,0.163
9330129D05Rik,0.0715,0.0196,0.056,0.0041
Elac1,0.119,0.0432,0.1035,0.0277
Oxgr1,-0.0163,0.0015,0.0099,0.0277
Klrb1b,0.0254,0.0124,-0.042,-0.055
Evc2,-0.3092,-0.1838,-0.3829,-0.2575
Rhox9,0.8845,0.8762,0.8402,0.832
Cntn3,0.0388,0.0287,-0.0095,-0.0195
Aipl1,0.1019,0.0546,0.0445,-0.0029
Chrd,-0.1113,0.2537,-0.2205,0.1445
Tex24,-0.081,-0.0794,0.003,0.0046
Atxn7l1,-0.0198,0.0582,-0.0741,0.004
4921507P07Rik,-0.0679,-0.0841,-0.0568,-0.073
Eif3b,-0.0779,-0.1842,-0.035,-0.1413
Zmiz1,0.0295,0.0547,0.0328,0.058
Bahcc1,-0.0365,-0.0629,0.0623,0.0359
Tst,0.7057,0.8143,0.577,0.6855
Nkain1,0.0059,0.0148,-0.0226,-0.0137
Hmgb2,-0.3907,-0.1559,-0.1731,0.0617
Vax2,0.0247,0.0979,0.0099,0.0831
Ush1c,-0.0422,-0.0076,-0.0704,-0.0358
2310010M20Rik,0.0505,0.0353,0.0607,0.0454
Sprr4,0.0221,0.031,-0.0598,-0.0509
Tbx1,-0.0054,0.0045,0.0911,0.101
Ppwd1,-0.0379,-0.0461,-0.1145,-0.1227
4931423N10Rik,0.0023,0.0367,0.0113,0.0456
Capn12,-0.006,-0.0084,0.032,0.0296
Cd200,-0.037,0.0242,0.0285,0.0897
Syne1,0.0985,0.091,0.0656,0.0581
Kremen2,0.0429,-0.0224,0.0423,-0.023
Wfikkn1,-0.0133,0.0112,0.0105,0.035
Cpa1,0.0445,0.0067,0.0611,0.0233
Vmn2r-ps160,0.02,0.0475,-0.0561,-0.0285
Arl6ip6,-0.0162,-0.0285,0.0033,-0.009
4932414N04Rik,-0.0076,-0.0325,-0.0025,-0.0273
Zfp764,-0.0455,-0.0098,-0.0468,-0.0111
Pthlh,0.0376,0.0711,0.0018,0.0353
Edaradd,0.0036,0.0264,-0.0066,0.0162
Pi4k2a,0.2087,0.0578,0.256,0.105
Gja1,-0.2246,-0.336,-0.287,-0.3984
Fam135a,-0.1441,-0.338,-0.1217,-0.3156
Gm5935,-0.0142,0.0111,-0.0015,0.0237
Usp5,0.1628,0.1848,0.1283,0.1503
Meg3,-1.9183,-2.0985,-1.7555,-1.9357
Ipo7,-0.0043,-0.0097,0.0198,0.0143
AC114924.1,-0.0247,0.0524,-0.0206,0.0566
Pot1b,-0.0095,0.0808,-0.0071,0.0832
Mill1,-0.0201,-0.0152,0.0085,0.0134
Zbtb40,-0.0199,-0.0557,0.0462,0.0103
Ubl4,0.2405,-0.0897,0.0519,-0.2784
Tgfbr2,-0.0157,0.1986,0.0633,0.2776
Ralgps2,-0.1485,-0.2729,-0.3017,-0.4261
Ube2e1,-0.1907,-0.2321,-0.0374,-0.0788
Mmp11,-0.1122,-0.0563,-0.15,-0.094
Tm4sf1,-0.0096,-0.0491,0.0515,0.012
Prmt7,-0.0581,-0.1192,-0.0213,-0.0824
Hs6st3,0.0368,-0.0114,-5.77E-04,-0.0487
Gins3,0.022,0.2182,0.0481,0.2442
Guf1,0.025,0.0638,0.0298,0.0686
Gipr,0.0449,0.0372,0.0178,0.0101
Slc22a16,-0.0078,-0.0471,0.0164,-0.0229
Homer2,0.1655,-0.2464,0.13,-0.2819
Dhodh,-0.0402,-0.0621,0.0372,0.0154
Gmppa,0.3997,0.4551,0.3351,0.3906
Slc6a5,-0.065,-0.0143,-0.0247,0.0259
Vta1,-0.0359,0.0142,0.0222,0.0723
4921517D22Rik,0.0394,-0.0119,-0.0176,-0.0689
Gde1,0.3117,0.0785,0.3765,0.1433
Tapbp,-5.22E-05,-0.0318,0.0144,-0.0174
Etnk1,0.2204,0.1084,0.4147,0.3027
Ltb4r1,-0.0076,0.0599,-0.0693,-0.0018
Tuba3a,1.5828,0.9899,1.0819,0.4889
Apoa5,-0.002,-0.0451,0.0351,-0.0079
Itga5,-0.0256,0.2291,-0.1044,0.1502
Cd81,-0.0999,0.0289,-0.1887,-0.0599
Srrt,-0.2556,0.1251,-0.3897,-0.009
1700061J05Rik,0.0151,-0.051,0.0744,0.0083
CT868723.6,0.1872,0.2032,0.1402,0.1561
Myeov2,-0.0579,-0.199,0.0971,-0.0439
Olfr810,-0.0736,-0.0885,-0.0121,-0.027
Rcor2,-0.1384,-0.0521,-0.1632,-0.0768
Ufsp1,0.1385,-0.0123,0.1526,0.0019
Psmd13,0.0785,0.128,-0.4559,-0.4064
Bglap2,0.0467,0.0663,-0.0173,0.0022
Timd4,-0.0251,0.0117,0.0392,0.0761
Camk2d,-0.0587,-0.058,-0.046,-0.0453
2610015P09Rik,0.0242,-0.0194,0.037,-0.0066
Dullard,0.1021,0.0217,0.2088,0.1283
0610011F06Rik,-0.0308,0.0074,0.2354,0.2736
4931403M11Rik,0.0536,0.083,0.009,0.0385
Esco2,-0.4007,0.2486,-0.7294,-0.0801
Yipf7,0.0669,0.0442,0.088,0.0653
Spon2,0.3694,0.1502,0.2127,-0.0065
4930529M08Rik,0.012,0.0248,0.0408,0.0536
Csmd3,0.0851,0.061,0.0663,0.0422
Zfp273,-0.0323,-0.094,0.027,-0.0348
Cd3e,0.0566,0.168,0.079,0.1904
Hsd17b3,-0.0173,0.0311,-0.0215,0.027
Abca8a,0.0549,-0.0039,0.0278,-0.031
Klhdc5,-0.0791,0.0417,-0.1001,0.0208
1810009J06Rik,0.0677,0.0617,0.0504,0.0444
Gdi2,-0.2796,-0.2245,-0.0524,0.0027
Cd207,0.034,0.0403,0.0524,0.0587
AC133494.2,-0.09,-0.0524,-0.059,-0.0215
Atp10b,0.0036,0.008,-0.0148,-0.0104
Tor1a,-0.027,-0.0661,0.0047,-0.0345
AL672181.1,0.0786,0.0239,0.0643,0.0096
Nexn,-0.0409,-0.1073,0.0168,-0.0496
2900052L18Rik,-0.0177,-0.0093,0.0096,0.018
Cacng7,-0.0806,0.0134,0.0512,0.1452
Gm2897,-0.1128,-0.2698,-0.0088,-0.1658
Fgf17,-0.303,-0.107,-0.3948,-0.1988
Nkiras1,-0.0554,-0.0756,0.0079,-0.0123
Gata4,-8.03E-04,-2.17E-04,0.0274,0.0279
Pls3,-0.5762,-1.0558,-0.5348,-1.0144
She,0.2023,0.0714,0.2234,0.0925
Tmem30a,-0.0357,0.1043,0.0051,0.1451
Edn3,0.0544,0.0021,0.0193,-0.0329
AC195265.1,-0.0136,-0.0645,0.0267,-0.0242
Ftsjd1,-0.2175,-0.0383,-0.3086,-0.1294
Insig2,0.1161,0.0472,0.0429,-0.0261
Vsig2,0.2478,0.9473,0.2716,0.9711
AL807824.4,-0.0242,-0.009,-0.0298,-0.0146
Mcat,0.4911,0.4365,0.5045,0.4499
Naa40,0.0136,0.2027,-0.0697,0.1193
Suv39h2,-0.0901,-0.1626,-0.0187,-0.0913
Paqr4,-0.0704,-0.0283,-0.0604,-0.0183
4931432M23Rik,-0.0395,-0.0747,-0.1378,-0.1729
Zmym2,0.0319,-0.0206,-0.0202,-0.0727
Olfr1356,-0.0154,0.0263,0.0473,0.089
Isoc1,0.0028,-0.0401,0.0559,0.0129
Dcaf12,-0.03,0.0943,-0.1159,0.0085
Trim37,-0.1294,-0.0702,-0.0211,0.0381
Nufip2,-0.1107,-0.0863,-0.0083,0.0161
Zfp831,-0.015,-0.0733,0.0486,-0.0097
Zfp292,-0.2955,-0.2577,-0.1909,-0.153
Tmem184b,0.4464,0.3359,0.5151,0.4046
Snrnp40,0.0272,-0.01,0.0569,0.0198
Ifnar1,-0.0121,0.043,-0.0577,-0.0025
2700078E11Rik,-0.0819,-0.1044,-0.0283,-0.0508
Slc7a6os,-0.1792,-0.1608,0.0951,0.1135
Gm9871,0.0701,0.0503,0.025,0.0052
Dos,-0.2959,-0.2027,-0.2763,-0.1831
Eif4e1b,-0.0077,0.0433,-0.0354,0.0156
Tnxb,0.0058,0.0487,-0.0352,0.0076
Fbxo11,-0.0033,-0.0398,-0.002,-0.0384
Rab1b,-0.2864,-0.265,0.0021,0.0236
Tnnc1,-0.0644,0.0314,-0.0103,0.0854
Tro,-0.9022,-1.2684,-1.0313,-1.3975
Rpl15,0.1435,0.0757,-0.0161,-0.0839
Mns1,0.254,-0.1784,-0.1802,-0.6125
Nr5a2,0.0513,0.0999,-0.0465,0.002
Cr1l,-0.09,-0.1203,0.0576,0.0273
Ccdc65,0.2058,0.1953,0.0088,-0.0017
Prdm16,-0.0045,-0.0199,-0.0023,-0.0177
Map2k4,-0.0434,-0.34,0.1375,-0.159
Upk1a,5.66E-05,0.1152,-0.0484,0.0668
Gdap1,0.0456,-0.0271,0.0246,-0.0481
Jazf1,0.0072,0.0441,-0.0577,-0.0209
Fat4,0.0312,0.0223,-0.0023,-0.0112
Slc27a6,-0.0176,0.0361,-0.0688,-0.0151
Eif5b,-0.0303,-0.0326,-0.0309,-0.0333
Slmo2,-0.2712,-0.1168,-0.1275,0.0269
Efcab9,0.0653,0.0056,0.0613,0.0016
Col4a4,0.0696,0.0869,0.0695,0.0868
Epha8,0.054,0.0086,0.0878,0.0423
Krtcap2,0.399,0.0205,0.34,-0.0384
Bbc3,-0.2244,-0.5861,-0.3452,-0.7069
Ppl,7.29E-05,-0.1203,-0.0105,-0.1309
Ints3,0.2533,0.5381,-0.0804,0.2043
Palmd,0.0492,0.0525,-0.0054,-0.0021
Dlgap3,0.0291,0.0807,-0.0643,-0.0128
Pcyox1,-0.0704,-0.1529,0.0696,-0.0129
Atp5e,-0.0403,0.0376,-0.0656,0.0122
Fam33a,0.0463,0.0251,0.012,-0.0093
Stard4,0.0129,0.0535,-0.0467,-0.006
AC125101.2,-0.0843,0.0857,-0.0533,0.1167
Serpinf1,0.2767,-0.1523,0.2316,-0.1974
Prim2,-0.0251,-0.0722,0.0427,-0.0044
Dnm3,-0.0026,0.0012,0.0345,0.0383
C1qa,0.1003,0.0391,0.0942,0.033
AC195265.2,-0.0122,0.0513,-0.0472,0.0163
Lrrc43,0.0441,0.0286,-0.0206,-0.0361
Erp27,-0.0251,-0.0332,0.0016,-0.0065
Ms4a8a,0.0529,0.0431,0.0451,0.0352
Fam38a,-0.0095,0.1658,-0.2432,-0.0679
AC136642.1,0.0213,0.1227,-0.0025,0.0989
Gstm7,0.0884,0.0036,0.096,0.0112
Lef1,-0.2322,-0.2457,-0.2044,-0.2178
Iqsec3,-0.0508,-0.0321,-0.0078,0.0108
Pcm1,-0.0312,-0.0914,0.0118,-0.0483
Olfr12,0.0322,-0.0067,0.0405,0.0017
Il31,-0.0125,0.0112,0.0111,0.0348
Lama2,-0.0058,0.0423,0.009,0.0572
Bik,0.2163,0.1697,-0.0223,-0.069
Tmem232,0.095,0.0279,0.0463,-0.0209
Ubtd2,0.0067,-0.0374,-0.0879,-0.132
Zic2,-0.1626,-0.2473,-0.1326,-0.2174
Tmem66,0.0204,-0.1166,0.1211,-0.0159
Wscd1,-0.0672,-0.0273,-0.0392,7.16583072984278E-4
Exoc4,-0.1143,-0.0703,-0.0661,-0.0221
Olfr809,-0.0138,0.0422,-0.0289,0.0271
Eefsec,0.0924,0.089,0.0943,0.091
Asz1,0.0631,-0.0152,0.0161,-0.0622
Lrig1,0.1263,0.151,0.0376,0.0622
Cwc15,-0.0457,-0.0058,-0.084,-0.0441
Kdm4c,-0.2906,-0.1967,-0.296,-0.2021
Rasl11b,-0.2017,-0.4646,-0.1438,-0.4067
Gm5766,0.0133,-0.0122,-0.0331,-0.0586
Il1rapl2,-0.0349,0.0132,-0.034,0.0141
Tubb1,0.0049,0.0577,-0.05,0.0029
Abcb1b,0.5019,0.1956,0.2273,-0.0791
AC118202.1,-0.036,-0.2461,0.084,-0.1261
9230020A06Rik,0.022,0.0136,-0.0271,-0.0356
Olfr71,-0.0091,-0.0042,0.0109,0.0158
Snrpd2,0.1024,-0.1471,0.0774,-0.1721
AC125186.1,-0.1231,-0.0021,0.1629,0.284
Galk2,0.0637,0.0303,-0.0709,-0.1043
Amotl2,3.59E-04,-0.1423,-0.037,-0.1796
AC155164.1,-0.0646,-0.0047,0.1682,0.2282
Rrm2,-0.0621,-0.0452,-0.0552,-0.0382
Crnkl1,0.0187,0.0257,0.0456,0.0526
Sprr1a,0.0342,-0.0121,-0.03,-0.0763
Lage3,0.1225,0.3034,0.0764,0.2572
Tnfsf14,-0.033,-0.0293,0.0354,0.0392
2610042L04Rik,-0.0136,-0.0645,0.0267,-0.0242
Leprotl1,-0.1638,-0.1335,-0.2835,-0.2532
Otud6b,-0.1493,-0.2457,-0.2414,-0.3378
Zfp707,0.3034,0.3852,0.2391,0.3209
Lin28,-0.5824,-0.8498,-0.6309,-0.8983
Rfc2,0.3486,0.2931,0.3336,0.2781
1700034H14Rik,-0.2041,-0.1208,-0.1413,-0.058
Lhfp,-0.0194,-0.086,-0.0143,-0.0808
A630033H20Rik,-0.0086,-3.76E-04,-0.0235,-0.0153
Spock3,0.0021,-0.0553,-0.0059,-0.0633
Nlrp1c,0.0255,-0.004,-5.28E-04,-0.0301
Olfr836,-0.0237,0.0367,-0.0339,0.0265
Man1a2,-0.1479,-0.2442,-0.1227,-0.219
AC087780.1,0.0062,0.0842,-0.0172,0.0609
Prr7,-0.2681,-0.2806,-0.4534,-0.4659
Fam20b,0.0126,-0.036,-0.006,-0.0545
Klrb1c,-0.0928,-0.0851,-0.0493,-0.0417
Slc27a1,-0.09,-0.0539,-0.002,0.0341
Zfp652,-0.0683,-0.0743,-0.0523,-0.0582
Irf4,0.0119,0.0297,-0.0618,-0.0439
Tpbg,-0.2399,-0.5792,-0.2537,-0.593
Kdm5b,-0.0105,-0.0406,-0.1526,-0.1827
AC133488.1,0.2594,0.1623,0.058,-0.0391
Zpbp,-0.0362,-0.0151,-0.0258,-0.0046
Col5a3,0.0403,0.0777,-0.0522,-0.0148
Ctsz,0.1549,0.0585,0.2813,0.1849
RP23-153M14.8,0.0605,0.0721,0.0276,0.0392
Igfl3,-0.0185,-0.0408,-0.012,-0.0343
Cnih2,0.0081,0.0061,0.0291,0.0271
Dcp1b,0.0236,0.072,0.0326,0.081
Orm2,-0.0419,0.0095,-0.0657,-0.0142
RP23-27B23.5,-0.9364,-0.8,-0.7225,-0.5861
Cd33,0.0548,0.0228,0.042,0.01
Fgb,0.0273,0.0719,-0.0366,0.008
Gm52,-0.0277,0.0174,-0.0513,-0.0062
Ppa1,-0.0656,-0.1092,-0.0383,-0.0819
Slc13a1,-0.0349,-0.032,-0.0085,-0.0055
Ino80d,0.0828,0.0533,0.0617,0.0321
Bud31,-0.1161,-0.107,0.0319,0.041
Scamp5,0.0911,0.2329,-0.0698,0.0719
Wrb,-0.1966,0.0263,-0.2729,-0.05
Nr1h4,0.015,0.0128,-0.0017,-0.0039
Ear11,0.0261,0.0337,0.0269,0.0345
Tmc5,0.0621,0.0877,0.0379,0.0635
Dtnbp1,0.123,-0.2206,0.1911,-0.1525
Arsj,0.0283,-0.0239,0.0194,-0.0329
Zcchc13,0.0368,0.0525,-0.0089,0.0068
Klhl8,0.0654,0.0263,0.0117,-0.0274
Ak3,-0.1493,0.1126,-0.0912,0.1707
Arhgap26,0.122,0.1986,0.0122,0.0887
Sprr3,0.0011,-0.0548,-0.0419,-0.0978
Cys1,-0.0433,-0.0021,-0.0857,-0.0445
Arsb,0.038,0.0451,0.0283,0.0354
Zfp30,0.1599,0.0886,0.0376,-0.0337
Anapc13,0.0234,0.0045,0.0067,-0.0123
Fxn,-0.0276,-0.1252,0.0359,-0.0616
Srgap3,0.0346,0.0408,0.0182,0.0244
Il12rb1,0.0096,0.0169,-0.0258,-0.0185
4933409G03Rik,0.0773,0.015,0.0319,-0.0304
Eif4ebp1,0.1654,-0.0661,0.0964,-0.1351
Nrxn3,0.0654,0.1261,0.001,0.0617
Pou2f2,-0.0271,-0.0786,0.0205,-0.031
Ptch2,-0.0403,0.0723,-0.1119,7.45928422107411E-4
AC136642.2,0.0238,-0.0308,-0.0198,-0.0744
Ache,0.0433,0.0232,0.0081,-0.012
Pcmtd1,-0.0424,-0.1001,-0.0818,-0.1395
9130019O22Rik,6.29E-04,0.0076,-0.0206,-0.0136
Cox7a2,0.0253,0.2717,0.1802,0.4265
AC157601.1,-0.0136,-0.0645,0.0267,-0.0242
Inf2,0.1106,0.2797,0.0633,0.2324
Nat5,-0.1386,-0.1442,0.0304,0.0249
Cox8a,0.1295,0.2477,0.0242,0.1424
Ms4a15,0.0084,-0.0383,-0.013,-0.0598
Hdac6,0.2096,0.065,0.2289,0.0844
Mapkapk3,-0.028,0.0627,-0.0255,0.0651
Rad23b,-0.0549,0.2097,0.0812,0.3457
