genes,adjP(Z6/E14Tg2a),adjP(OKO160/E14Tg2a),adjP(Z6/OctGip),adjP(OKO160/OctGip)
CN716893,0.8386,0.6928,0.8702,0.730516051
Nap1l2,0.9939,0.4213,0.7849,0.859653313
Rsu1,0.6758,0.1256,0.9652,0.384900032
Rps29,0.6988,0.8494,0.9288,0.680489687
Olfr802,0.9941,0.9905,0.886,0.886424118
Iqsec1,0.9902,0.8102,0.9867,0.893506845
Fam185a,0.0234,0.3977,0.0018,0.019754771
BC048599,0.9319,0.6389,0.7859,0.914300046
Olfr1415,0.91,0.9276,0.9595,0.921412325
Depdc1a,0.9612,0.7488,0.9797,0.898387632
Fkbpl,0.6695,0.8434,0.4587,0.635964552
Grtp1,0.8738,0.3473,0.6857,0.171283274
V1rd1,0.8986,0.9276,0.9545,0.912399728
Shmt2,0.1118,0.0156,0.1218,0.012900743
Wisp1,0.0997,0.0596,0.408,0.259888947
Depdc1b,0.371,0.8769,0.0379,0.200941127
Abl2,0.8878,0.9241,0.9301,0.932350577
Eddm3b,0.6228,0.4828,0.9655,0.99483872
Fubp1,0.3532,0.536,0.6991,0.85224421
Mboat1,0.0603,2.65613144358094E-4,0.0332,1.30204721096219E-4
Gtf2e1,0.5128,0.4177,0.2335,0.161085423
5031439G07Rik,0.5099,0.7995,0.3081,0.581850262
Dhdds,0.1914,0.343,0.9252,0.980075773
Gtl3,0.6577,0.9284,0.8296,0.997729058
Abpb,0.782,0.3612,0.7638,0.510943219
Sec14l2,0.8836,0.9111,0.9167,0.935771297
Hibadh,0.8688,0.8645,0.9705,0.973002382
Pla2g6,0.534,0.9805,0.1359,0.605106014
Mrpl30,0.9818,0.8334,0.5965,0.819956652
Clca6,0.8915,0.8997,0.9867,0.744401383
Srpk2,0.7006,0.302,0.819,0.395017608
Prrt1,0.6168,0.4382,0.7499,0.564339244
Cnot4,0.6077,0.2462,0.9301,0.610676531
Dhrs4,0.7722,0.8445,0.7245,0.774419923
AC140554.1,0.9961,0.5872,0.9799,0.589130198
Krt6b,0.9735,0.776,0.8779,0.997951192
D19Ertd737e,0.9099,0.309,0.8215,0.844053557
Ehmt2,0.8476,0.0623,0.6985,0.152506387
Il12a,0.9908,0.9924,0.9971,0.999499514
Casp8ap2,0.9895,0.7507,0.8254,0.429893306
Mapk8ip3,0.2934,0.4493,0.8995,0.992897719
Gyg,0.921,0.2174,0.8374,0.406430421
Klrb1a,0.9151,0.9677,0.8959,0.943460675
Stip1,0.9175,0.8022,0.8906,0.766488269
Abcb5,0.4779,0.1886,0.7841,0.412036815
Mapkapk5,0.8493,0.4338,0.9448,0.602225754
Adrb3,0.6092,0.965,0.6911,0.970156601
Zbp1,0.9484,0.4187,0.7707,0.777130419
Scgb1c1,0.7017,0.4445,0.9944,0.890947595
Bin1,0.9313,0.3989,0.9557,0.444539587
Olfr1489,0.8499,0.8978,0.7617,0.996692952
Zfp513,0.0531,0.019,0.6457,0.334356015
Pdp2,0.0188,0.1944,0.0358,0.316639731
Nek6,0.9614,0.3882,0.5537,0.936838127
Tinagl1,0.9522,0.8996,0.951,0.946150566
1110032A03Rik,0.6828,0.8046,0.6341,0.735481569
AC149056.2,0.9455,0.6794,0.8997,0.398040019
Nodal,0.754,0.4464,0.9732,0.774419923
Rpp21,0.0154,0.1096,0.0187,0.116419551
Clybl,0.8608,0.5996,0.828,0.767724693
Casp3,0.1718,0.1288,0.6941,0.592816275
RP24-388B10.8,0.0022,0.1265,0.1503,0.943548856
C2cd4b,0.1735,0.8231,0.3673,0.977997284
Wdr66,0.41,0.7328,0.8159,0.996146968
Dpf2,0.8098,0.7244,0.998,0.975125715
Slc22a2,0.7259,0.7045,0.7306,0.690113588
Ceacam13,0.8347,0.814,0.8826,0.854457055
4930473A06Rik,0.7617,0.8513,0.9209,0.817628537
E330013P04Rik,0.9024,0.9671,0.8314,0.570505119
Fbxo6,9.73260966898754E-4,7.02617097072114E-4,0.0022,0.001612307
C80913,0.2426,0.2225,0.5247,0.484472643
AC164114.1,0.9361,0.5004,0.8906,0.886370535
Spata18,0.4552,0.7431,0.9495,0.918571805
Cand1,0.0703,0.0327,0.4388,0.23655732
Six5,0.8649,0.0696,0.8267,0.441669097
Brpf3,0.9969,0.8482,0.7709,0.909752326
1700019A02Rik,0.9884,0.8739,0.9738,0.825657698
Arpc5,0.5205,0.0465,0.3347,0.017972714
4932442E05Rik,0.833,0.9139,0.8675,0.447911421
Gm5111,0.9957,0.9894,0.93,0.913560985
Tmem8b,0.983,0.9188,0.9696,0.968297231
Prtn3,0.5098,0.25,0.3417,0.129817906
Snx19,0.7933,0.6715,0.9956,0.952193527
Axin2,0.7736,0.1766,0.7145,0.124137193
Rhox3h,0.8347,0.8037,0.9301,0.90925759
6330408A02Rik,0.8732,0.7514,0.9953,0.943411649
Dnajb7,0.948,0.9012,0.9109,0.850229843
Tc2n,0.9997,0.8406,0.9743,0.926654371
Pcdh12,0.3529,0.6167,0.6413,0.86611054
Sec23b,0.9417,0.5651,0.9924,0.537400405
Cuedc2,0.317,0.3742,0.833,0.867766494
2410018L13Rik,0.8494,0.2813,0.771,0.196782158
Apoa1,0.7314,0.9679,0.8986,0.966277287
Klhl12,0.7328,0.3267,0.8309,0.403573299
Srd5a2,0.9771,0.9665,0.7011,0.76639946
1500010J02Rik,0.2018,0.1701,0.3671,0.299131082
Tmed3,0.2745,0.7211,0.9586,0.761048344
Vsig10l,0.3898,0.6418,0.8478,0.99060454
Zfp280d,0.7592,0.5065,0.9815,0.837328985
Snai3,0.983,0.2098,0.8362,0.590554742
Retnlg,0.7729,0.8087,0.9451,0.900268826
Dctpp1,0.8846,0.908,0.7694,0.97618074
Tubb4,0.5641,0.9254,0.8603,0.946150566
Hist1h2bl,0.0022,5.79914610676777E-4,0.6545,0.242243716
Sash3,0.9279,0.7718,0.9618,0.83674707
Cast,0.8126,0.6211,0.9744,0.866443765
9230109A22Rik,0.9669,0.6476,0.9909,0.610020023
AC159001.1,0.3453,0.6773,0.969,0.692014092
Incenp,0.2036,0.0744,0.9915,0.815121361
Olfr1359,0.7219,0.5393,0.8663,0.704624115
Atg5,0.5551,0.3003,0.867,0.619911011
Rtn4rl2,0.8135,0.7101,0.6822,0.925443636
Pdgfb,0.0448,0.0454,0.0171,0.013193981
Zp1,0.9895,0.976,0.8613,0.774058892
Dppa1,0.9814,0.9518,0.9712,0.988950108
Gja10,0.3791,0.432,0.9473,0.981993199
Crkrs,0.9794,0.5885,0.846,0.292789429
Drd3,0.8503,0.3071,0.9813,0.653740302
Olfr930,0.9381,0.3295,0.9575,0.373536786
Bmpr1a,0.1647,0.1267,0.8763,0.807874366
Moxd2,0.9547,0.9073,0.987,0.836079238
Vhl,0.2235,0.6875,0.3885,0.85667626
AC147029.1,0.9803,0.6991,0.774,0.386108032
Mrpl11,0.9574,0.9426,0.9974,0.993573462
Fgl2,0.656,0.4365,0.8257,0.610020023
Anxa10,0.7237,0.565,0.5971,0.416776555
Psmc3,0.8941,0.9004,0.9297,0.936980985
Ephb2,0.2927,0.0485,0.7243,0.194314279
Cdh18,0.696,0.6409,0.9518,0.961936054
Zfp771,0.0928,0.1886,0.7038,0.877547505
Hba-a2,0.6311,0.9831,0.7548,0.969409133
Gatad2b,0.7154,0.2566,0.5433,0.133359579
Asah2,0.9468,0.7219,0.9996,0.852446408
CT868723.3,0.7647,0.7321,0.6273,0.569511246
Afg3l2,0.4988,0.2609,0.9507,0.95730654
Bcs1l,0.2471,0.4741,0.6528,0.867284468
Atp13a3,0.6709,0.7677,0.8733,0.655224497
Nrp1,0.1951,0.1424,0.8617,0.767423548
Sprr2i,0.8195,0.7953,0.9354,0.922583961
Fam136a,0.231,0.0688,0.9815,0.73735445
C5ar1,0.7699,0.8607,0.4137,0.499178744
Spock2,0.1348,0.1388,0.9965,0.984780351
RP23-305A10.3,0.0338,0.0187,0.1363,0.067146921
Serpina1e,0.6144,0.3525,0.9799,0.826696323
Sat1,0.2196,0.9777,0.2915,0.970788438
AC102902.2,0.8641,0.8501,0.9372,0.930671914
Dock3,0.9445,0.4972,0.7028,0.217692987
AC150274.1,0.1408,0.0548,0.4277,0.184572613
2410091C18Rik,0.7521,0.2462,0.996,0.618386558
Apobec4,0.3881,0.6866,0.8926,0.584406269
Lrat,0.9356,0.6262,0.9877,0.829921228
Fn1,0.3926,0.0354,0.8889,0.203935491
Olfr1360,0.7219,0.5393,0.8663,0.704624115
Atp6v0d1,0.7729,0.4485,0.6136,0.750847927
Syde1,0.3731,0.18,0.118,0.625361058
RP23-339D20.1,0.7911,0.7632,0.963,0.953830143
Zfp36l3,0.1913,0.809,0.2608,0.814664162
1110012L19Rik,0.3398,0.7118,0.776,0.999731429
Gm5796,0.7333,0.2294,0.9913,0.597610513
Pml,0.3726,0.2446,0.6625,0.486429802
Ahsg,0.863,0.487,0.5126,0.825436647
Fyb,0.8729,0.9601,0.731,0.925740785
Tmem136,0.4847,0.4259,0.0919,0.065066337
Krtap6-1,0.8805,0.8932,0.2776,0.218696146
Foxo1,0.2729,0.6901,0.2063,0.592720483
AC120787.1,0.8351,0.9056,0.6572,0.501007403
Rbbp9,0.9974,0.1863,0.5728,0.785608026
Cntnap2,0.8476,0.787,0.9705,0.682356547
Ccnf,0.6968,0.0371,0.7729,0.51807746
Slc2a1,0.8362,0.7235,0.7404,0.598938585
Zcchc5,0.6958,0.6827,0.924,0.920480286
Derl3,0.5331,0.1395,0.9967,0.673503102
Mad1l1,0.9734,0.692,0.944,0.821261427
Zfp428,0.6155,0.6204,0.9386,0.951532521
Cdk2,0.7791,0.7507,0.8693,0.830522819
Tacc3,0.6093,0.258,0.9967,0.789257591
Ndufb5,0.4106,0.4343,0.0714,0.066674277
Nr0b1,0.9593,0.7517,0.9941,0.704621693
Tmed2,0.2612,0.8211,0.8923,0.758477796
AC102902.3,0.9673,0.9432,0.9352,0.945888889
Rarres2,0.8488,0.9193,0.9246,0.900908313
Chrnd,0.4812,0.2371,0.859,0.59501633
Olfr1361,0.4812,0.978,0.3503,0.926064724
Rgs17,0.6661,0.3992,0.5561,0.280455804
Eftud2,0.7305,0.4554,0.0064,0.002123006
Pck1,0.9777,0.6636,0.8178,0.95359429
Pgrmc1,0.5122,0.2257,0.7471,0.943460675
Fbxw4,0.9413,0.7514,0.7095,0.439643659
Naa35,0.9538,0.7317,0.9372,0.72086208
Tigd3,0.3296,0.8654,0.2776,0.794630117
Bai1,0.9974,0.8334,0.8049,0.945782051
Plod3,0.4662,0.9254,0.2434,0.696468799
Zcchc18,0.0022,1.31627604508352E-4,9.64393141828692E-4,2.95520969725957E-5
Zfp523,0.6952,0.7367,0.9122,0.936401381
Synm,0.1584,0.2569,0.8373,0.937773614
Sfrs18,0.5403,0.9231,0.9605,0.796836737
Ndst4,0.9375,0.9604,0.9129,0.928430487
Abcc8,0.9309,0.185,0.7744,0.709884177
Nucb1,0.8649,0.0888,0.868,0.115389931
Th,0.9866,0.609,0.8024,0.974140227
Olfr24,0.5236,0.646,0.9587,0.852293698
Stambp,0.6435,0.4143,0.9359,0.065860545
1190003J15Rik,0.169,0.0965,0.6992,0.793722504
Gabra6,0.8138,0.8034,0.622,0.998422558
Farp2,0.214,0.8867,0.1529,0.998947432
Ybx2,0.5006,0.3963,0.3723,0.656007225
Plvap,0.6932,0.1749,0.965,0.674603139
Dhrs1,0.0355,0.007,0.4072,0.091902976
Sept3,0.2804,0.0033,0.924,0.033085872
Slc38a5,0.087,0.0261,0.8088,0.460614842
2700049A03Rik,0.9629,0.3976,0.9724,0.614262323
Plxna2,0.9725,0.6965,0.6136,0.946763458
Rcan2,0.7807,0.3604,0.8903,0.495812001
3632451O06Rik,0.5474,0.9544,0.9846,0.712178851
Olfr1487,0.9179,0.9284,0.8603,0.852446408
St8sia1,0.0593,0.7395,0.0318,0.550674964
CT868723.4,0.7647,0.7321,0.6273,0.569511246
Catsperg2,0.9323,0.5573,0.9947,0.758581039
AC124681.2,0.7363,0.6726,0.8337,0.761057144
Tmem38b,0.0557,0.3589,0.0293,0.202322822
6720456B07Rik,0.0027,0.4891,0.0045,0.656986781
6330444E15Rik,0.4415,0.4482,0.987,0.998947432
Cradd,0.8166,0.692,0.9301,0.841186454
Gadd45g,0.119,0.0037,0.8149,0.05577287
RP23-440J5.5,0.9713,0.8625,0.7404,0.920318255
Derl2,0.8536,0.6314,0.7058,0.103527955
4931417G12Rik,0.9015,0.1129,0.9979,0.226056582
Crebbp,0.6273,0.4047,0.8986,0.988950108
V1rd2,0.3625,0.5293,0.7382,0.86416506
Lrba,0.1783,0.1175,0.828,0.694611845
Hnrnpul1,0.534,0.2978,0.842,0.59850495
Mrpl51,0.9761,0.5224,0.9372,0.780646056
CT030637.1,0.8734,0.8174,0.9975,0.659779341
Runx1,0.8149,0.7198,0.9195,0.955070512
Cdh12,0.7042,0.7342,0.8304,0.750880822
Psmd4,0.7393,0.8011,0.9959,0.500152275
Mrpl2,0.2803,0.2411,0.8258,0.76334675
Pdzrn3,0.666,0.2118,0.6468,0.176602404
Ercc3,0.6563,0.5821,0.5136,0.522452255
Erp44,0.9853,0.9179,0.9732,0.967121021
2010321M09Rik,0.8697,0.5342,0.7243,0.944243658
Tas2r129,0.9994,0.9197,0.969,0.984161197
AC140194.4,0.3915,0.4387,0.9673,0.9225045
Ap3s2,0.7841,0.4468,0.6596,0.303374465
Aff1,0.2005,0.6597,0.4462,0.908588711
Muc16,0.4277,0.2078,0.9104,0.688996416
Ggnbp1,0.0023,7.01340867208221E-4,0.0152,0.00381986
AC161758.1,0.4819,0.9197,0.9965,0.658530024
4930432E11Rik,0.3619,0.6469,0.5804,0.831046221
Kif14,0.2705,0.6681,0.3697,0.771629552
Fam38b,0.5286,0.444,0.9446,0.965806994
Akap4,0.7347,0.2551,0.919,0.457607234
Cldn9,0.7451,0.4955,0.8385,0.959107038
Wdr90,0.7172,0.0938,0.9524,0.482573304
RP23-292J1.3,0.673,0.785,0.9828,0.908605623
1700021P04Rik,0.6627,0.6689,0.9366,0.908240876
2610110G12Rik,0.9704,0.8311,0.8941,0.971593434
Dyrk2,0.5889,0.7447,0.899,0.98229815
Uba1,0.4469,0.6928,0.9446,0.946763458
Arhgef9,0.609,0.3702,0.2737,0.11683895
Urod,0.7718,0.1078,0.6115,0.259201168
Peli3,0.5534,0.4329,0.9038,0.945860329
Serpina1c,0.878,0.4949,0.9019,0.542587649
1700072E05Rik,0.8607,0.5974,0.9705,0.340632149
D16Ertd472e,0.53,0.3765,0.8386,0.213438898
Fermt3,0.8158,0.6867,0.9335,0.981993199
Dusp9,0.862,0.8704,0.7599,0.695584691
Ttc17,0.9895,0.7976,0.8709,0.562764786
Gm5148,0.9036,0.8922,0.8008,0.988950108
Ap2m1,0.3243,0.002,0.1095,6.32393270233065E-4
2510003E04Rik,0.1506,0.0691,0.924,0.748473292
Mphosph10,0.9614,0.8201,0.9576,0.975555509
Stac3,0.7769,0.9992,0.4605,0.75338682
AF529169,0.9077,0.8159,0.842,0.881861833
Tbc1d23,0.2448,0.2078,0.1986,0.151661754
Abcd4,0.524,0.3253,0.9674,0.84530124
Pira2,0.6173,0.3981,0.8448,0.94601746
Gdap2,0.9833,0.7199,0.7803,0.402506031
AC117578.2,0.4098,0.5829,0.1108,0.179720765
AU040829,0.184,0.7296,0.2681,0.826456317
Ralgps1,0.5577,0.436,0.8677,0.765306747
V1rj2,0.8386,0.9095,0.9458,0.861605844
Fam76b,0.3243,0.574,0.7464,0.935434941
Lgsn,0.7137,0.8442,0.919,0.990310008
Lrrc23,0.4508,0.6487,0.5899,0.765611939
Gck,0.2616,0.0891,0.4209,0.145733901
Lgr5,0.4507,0.6852,0.9812,0.897250318
Tas2r125,0.7971,0.8547,0.8445,0.733193281
Amd2,0.1022,0.0817,0.9237,0.881233503
Gjb1,0.4076,0.7868,0.5347,0.868237474
Mmp15,0.8814,0.8442,0.8725,0.924586211
1700027L20Rik,0.8364,0.8325,0.9819,0.975125715
Adam1a,0.8493,0.4338,0.9448,0.602225754
0610009O20Rik,0.4928,0.2775,0.1656,0.063519192
Plekhg3,0.2116,0.225,0.2787,0.276873866
C530008M17Rik,0.8063,0.5846,0.3452,0.983638799
Mmp8,0.9858,0.7914,0.7901,0.974919284
Aldh1l2,0.7892,0.4249,0.996,0.800763474
Myl6,0.5228,0.2774,0.5238,0.258361999
Arpc1a,0.2937,0.2226,0.9164,0.845966796
Fasl,0.9581,0.9732,0.8337,0.673430149
Large,0.9252,0.5646,0.7449,0.321643797
Rbm46,0.4717,0.0294,0.6094,0.037306184
Gm2897,0.7333,0.2294,0.9913,0.597610513
Tas2r113,0.8525,0.3958,0.8042,0.972151686
Fam184a,0.8732,0.2859,0.9438,0.387577903
Slc40a1,0.7894,0.3282,0.919,0.496957579
1700110I01Rik,0.9546,0.699,0.817,0.948889126
Lhx2,0.9812,0.8575,0.3849,0.609356623
Crmp1,0.0043,0.0069,0.008,0.010115566
Bex6,0.5617,0.5892,0.7709,0.782243996
Dhx38,0.9494,0.9606,0.1679,0.15094424
Tal2,0.1231,0.0188,0.8911,0.381273574
Slc24a1,0.189,0.7367,0.7448,0.010832829
Mtmr15,0.354,0.9557,0.6012,0.853625848
Psmd9,0.8738,0.5724,0.9187,0.653496891
Pcgf5,0.294,0.6037,0.6087,0.402798152
Ttll1,0.0237,0.1955,0.1103,0.589876245
RP23-426N4.6,0.8435,0.7186,0.9397,0.846693914
Ccr8,0.9672,0.8817,0.8057,0.654700102
Gemin7,0.6692,0.2516,0.9799,0.771423286
RP23-344D2.1,0.122,0.1325,0.5806,0.590645984
Rps25,0.7259,0.269,0.8454,0.942396148
Sorcs2,0.7169,0.1859,0.5691,0.096298145
Olfr11,0.7775,0.6669,0.8914,0.936309155
Ap3b2,0.8315,0.5995,0.7011,0.441451767
Olfr1484,0.7441,0.9339,0.9452,0.79775334
CT868723.7,0.4054,0.6102,0.7313,0.886477203
Sumo3,0.6206,0.844,0.9972,0.860822058
Rbm38,0.6942,0.7353,0.8681,0.885452974
Vps4b,0.9431,0.7631,0.8585,0.969040033
Ndufab1,0.2612,0.2411,0.818,0.777130419
Pla2g4b,0.7272,0.4155,0.4738,0.784442773
Abca13,0.5801,0.6736,0.9671,0.991692583
E2f3,0.7242,0.0724,0.5582,0.178211985
Olfr1416,0.9863,0.8789,0.978,0.961631053
Aamp,0.8784,0.8378,0.6793,0.609125219
Xirp2,0.458,0.3612,0.9945,0.966123584
AC124379.1,0.6821,0.8311,0.205,0.785561064
Sulf1,0.0238,0.0329,0.0302,0.034438936
Olfr801,0.9572,0.9511,0.9709,0.964536435
Dclre1c,0.9776,0.5033,0.7683,0.951532521
Trim23,0.2677,0.5827,0.767,0.984161197
Stam2,0.6056,0.609,0.9349,0.947970126
Gm1322,0.9175,0.7567,0.9995,0.915474968
Lass5,0.3658,0.2413,0.8471,0.698149231
Adck5,0.8052,0.7431,0.8514,0.778810629
Ppt2,0.9301,0.6707,0.7501,0.953830143
Timm9,0.8607,0.0693,0.3654,0.457607234
1700042B14Rik,0.7206,0.6984,0.893,0.873087811
1200009I06Rik,0.5154,0.1483,0.804,0.324318226
Btg3,0.5985,0.5996,0.7739,0.765995441
Med1,0.9405,0.6363,0.5128,0.084540832
Map3k2,0.4974,0.7792,0.8767,0.98436898
Gp5,0.7233,0.5425,0.8797,0.732220558
Rilpl1,0.7314,0.8359,0.5352,0.632152001
Chst4,0.1105,0.9982,0.813,0.345920658
Thrb,0.8593,0.8841,0.9518,0.602003843
Bloc1s2,0.7353,0.7096,0.8933,0.62863917
Tomm5,0.5628,0.7101,0.6777,0.722943599
RP23-292J1.7,0.673,0.785,0.9828,0.908605623
Tsc2,0.7718,0.7975,0.776,0.777130419
Baiap2,0.2249,0.0013,0.3978,8.51747027975848E-4
Hsd11b2,0.8964,0.6248,0.9579,0.930656212
Pim3,0.5947,0.8015,0.9577,0.779405771
Zfp148,0.6623,0.1203,0.7985,0.165590926
2900010J23Rik,0.8613,0.8673,0.8677,0.820542282
Tigit,0.6594,0.7775,0.9908,0.955845633
0610007P08Rik,0.6851,0.6852,0.4579,0.956510248
Got1l1,0.8706,0.7868,0.9646,0.721877311
Ahi1,0.9944,0.3305,0.8859,0.643159561
Heatr5a,0.9748,0.2685,0.9072,0.572530787
1700020C11Rik,0.6223,0.9257,0.4019,0.728992733
AI747448,0.5241,0.8491,0.1761,0.418990906
Gm766,0.6045,0.2061,0.5673,0.16466937
Agl,0.9128,0.8795,0.8067,0.993770616
Fbxl15,0.8939,0.6751,0.9718,0.820676326
Cenpc1,0.6865,0.6587,0.4571,0.944481007
Car7,0.9455,0.9779,0.985,0.953830143
Ccdc111,0.1551,0.7608,0.6039,0.942634276
Higd1b,0.9034,0.5593,0.8615,0.73735445
Slc22a3,0.9762,0.9334,0.9594,0.982052513
Armc8,0.6333,0.5594,0.8911,0.834988733
Ubfd1,0.5742,0.2892,0.9278,0.959528778
Acot10,0.9109,0.9762,0.997,0.88816736
Asf1a,0.7656,0.0069,0.9282,0.004015296
Ky,0.4448,0.1123,0.977,0.748158326
Fam160b2,0.4048,0.0959,0.3871,0.139523703
Tnpo2,0.9619,0.2413,0.9825,0.182165761
Abpg,0.5703,0.7931,0.9362,0.733468194
Sgcb,0.1442,0.1414,0.1566,0.135914726
Magea1,0.7718,0.9409,0.9883,0.741216007
Htatip2,0.4163,0.4998,0.4851,0.568749976
Tomm20l,0.7203,0.8549,0.9301,0.999494044
AC156036.1,0.7911,0.7632,0.963,0.953830143
AC133646.2,0.9803,0.6991,0.774,0.386108032
Ncln,0.8823,0.7399,0.9441,0.831046221
Ppp1r12a,0.5428,0.1361,0.625,0.152506387
Fbn1,0.7761,0.2517,0.8295,0.272933957
Zfp1,0.9614,0.3115,0.849,0.592816275
Gm5785,0.992,0.9791,0.9237,0.926654371
Gm6289,0.8602,0.7309,0.7776,0.843800383
Gm2897,0.8729,0.8051,0.9255,0.466422686
Gabrq,0.9776,0.5148,0.7545,0.221993593
Lcp1,0.8429,0.3344,0.9881,0.603695931
1600002H07Rik,0.463,0.3822,0.9063,0.927194465
Lpcat2,0.004,0.0023,0.9888,0.936401381
1700003M02Rik,0.6857,0.7742,0.5119,0.974297774
Etfb,4.48222408760954E-4,5.79914610676777E-4,0.0014,0.003700813
Ddx4,0.8338,0.6074,0.9503,0.78915408
Mtss1,0.9724,0.6453,0.602,0.966277287
Baiap2l2,0.9151,0.7681,0.7135,0.819253487
2610042L04Rik,0.7333,0.2294,0.9913,0.597610513
Cltc,0.1557,0.2195,0.9272,0.986729279
Rae1,0.6122,0.5323,0.4889,0.401116405
Homer3,0.6725,0.6512,0.7226,0.678169239
Pacs2,0.3214,0.8087,0.8779,0.850533866
9630041A04Rik,0.1324,0.5605,0.5236,0.970156601
Chmp6,0.7512,0.9762,0.7455,0.987242007
Elfn1,0.9669,0.9063,0.9672,0.818141643
Olfr926,0.8794,0.9804,0.9655,0.972271914
Lrrc66,0.9445,0.7663,0.977,0.649872399
Dars,0.9024,0.6942,0.8906,0.803132622
Ddx59,0.9736,0.8402,0.981,0.782119491
Git1,0.8848,0.8406,0.9438,0.957472205
Bhmt,0.0551,0.6866,0.5128,0.828995188
Tas2r110,0.9721,0.6956,0.9454,0.905840206
Zfp36l2,0.8906,0.8663,0.985,0.782217015
Psmg3,0.7885,0.9031,0.5426,0.92408626
Ifng,0.7807,0.9128,0.8754,0.898099328
Hsd17b12,0.9105,0.5115,0.8302,0.975125715
Hnrnph2,0.2375,0.3289,0.951,0.99483872
Clic6,0.5927,0.141,0.8448,0.291231809
Slc16a8,0.7999,0.1017,0.9172,0.489249886
5430427O19Rik,0.5537,0.7601,0.8454,0.966199574
4921507L20Rik,0.2855,0.6028,0.9929,0.751366266
Smg1,0.4417,0.4209,0.4452,0.418245181
Manf,0.9746,0.953,0.8503,0.843420811
Mitd1,0.9546,0.9905,0.5526,0.623538414
RP24-388B10.3,0.0022,0.1265,0.1503,0.943548856
Lep,0.9665,0.6456,0.9131,0.56926656
Pfas,0.8856,0.5892,0.9578,0.574961006
Olfr1362,0.9736,0.9354,0.9619,0.929105782
RP23-467O2.6,0.5999,0.9281,0.9395,0.868343079
Dut,0.301,0.2808,0.9204,0.008754498
1700006A11Rik,0.9432,0.9849,0.9138,0.948889126
V1rk1,0.8165,0.7821,0.9967,0.996692952
4930441O14Rik,0.6016,0.8269,0.9759,0.801331049
Zfp445,0.2956,0.7979,0.573,0.975019263
1700018F24Rik,0.7711,0.9649,0.9914,0.712262597
Anxa1,0.174,0.0414,0.3539,0.08554225
Dbx1,0.9574,0.8378,0.9113,0.772649396
Zfp599,0.8443,0.4486,0.8527,0.452728577
Mvd,0.1561,0.1172,0.7457,0.640918261
Slc41a3,0.6612,0.4035,0.9635,0.170349681
Prpf19,0.8617,0.2499,0.6152,0.621359749
Trpt1,0.0036,0.3614,0.0039,0.363295849
Vsx2,0.4485,0.8046,0.4562,0.882763787
Dvl3,0.8021,0.3307,0.9164,0.482573304
Zfand3,0.7133,0.4192,0.7866,0.474233187
Evx1,0.8809,0.1943,0.6591,0.512385143
Il22,0.6178,0.98,0.8509,0.88206524
Rab11fip2,0.8282,0.5656,0.5354,0.261430703
Polr3f,0.7496,0.3533,0.5398,0.69319777
Adamtsl5,0.8315,0.2359,0.9509,0.654700102
AL732540.1,0.5228,0.2774,0.5238,0.258361999
4930549C01Rik,0.8674,0.9601,0.9774,0.876671632
Xpnpep3,0.3299,0.118,0.4474,0.161203075
Htatsf1,0.7849,0.5398,0.3358,0.147794706
AL807804.1,0.9186,0.684,0.8901,0.81732304
L3mbtl3,0.3041,0.1869,0.8447,0.685592531
Prkcd,0.2953,0.7188,0.6706,0.449562744
AL928551.2,0.9223,0.5255,0.8799,0.472883037
Prpf40b,0.9099,0.4972,0.9714,0.643121706
Dph1,0.1068,0.5995,0.4687,0.993605729
Pik3ip1,0.955,0.7502,0.977,0.649158273
Clca4,0.7991,0.1112,0.7733,0.171283274
Capn6,0.5584,0.974,0.6076,0.99265391
Zdhhc1,0.7242,0.6741,0.9858,0.972506162
Gm5127,0.9855,0.8928,0.771,0.894521326
Snrnp35,0.7726,0.2335,0.651,0.992766386
Dpcd,0.1245,0.1954,0.688,0.802700102
Tat,0.9029,0.9022,0.9991,0.994216763
Mrpl47,0.6953,0.8138,0.9416,0.997951192
CT868723.5,0.9068,0.7367,0.8278,0.929324004
1600029I14Rik,0.8839,0.9177,0.9372,0.884652569
Pno1,0.7935,0.3244,0.5856,0.666396329
Rilpl2,0.0412,0.498,0.1101,0.77668992
Olfr1364,0.9032,0.9917,0.7552,0.868237474
B3gat2,0.5589,0.9331,0.9222,0.859301458
Dhrs2,0.8095,0.7283,0.8754,0.798549495
CT030732.1,0.8894,0.4166,0.9222,0.480778798
Proc,0.3859,0.0833,0.827,0.310225482
Tmem109,0.3393,0.8888,0.6528,0.974297774
Tas2r116,0.9899,0.6581,0.7308,0.997893145
6330439K17Rik,0.3278,0.4227,0.9268,0.984780351
Hnrpdl,0.5899,0.8411,0.6671,0.876307293
Nudt22,0.1391,0.7463,0.1242,0.698123129
Zbtb9,0.9081,0.3758,0.8039,0.243674245
Paqr6,0.99,0.6463,0.9655,0.631580208
Man2a1,0.9173,0.7323,0.718,0.852293698
Tdrkh,0.5502,0.5266,0.518,0.485047139
Gtf3c6,0.3579,0.1608,0.7243,0.423653202
AC154213.2,0.2103,0.8302,0.4313,0.983638799
Ibtk,0.8407,0.5573,0.8842,0.993190125
Slc5a6,0.9351,0.6481,0.8111,0.981993199
Ceacam11,0.8742,0.9223,0.833,0.85885115
Mapkbp1,0.7151,0.9718,0.5481,0.909696085
Tas2r123,0.9003,0.9934,0.8933,0.974919284
